,Tweet,emotion,clean tweets
9052,😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,4,😑😑😑lt moment finish netflix series nothing else watch depression
9053,"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",4,mom told yesterday looking grim staed driving told turn around bc sick
9054,"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",4,nataliem55 sadly war often factor jump stas us economic growth
9055,"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",4,cotsonika nhl well unhappy way played right fmjacob
9056,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",4,animals animalsntrap trap trap till cage fullnthe cage full stay awakenin dark count mistakes
9057,@_wednesdaychild I need to cheer up,4,wednesdaychild need cheer
9058,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",4,team big bayern like play football pitch fucking dreadful ceainly emirates pitch anyway
9059,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",4,btw really stay bed day today depression hate lied fuck liars w
9060,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",4,kinghis actions really sadden todaythe word may power still cringe hear
9061,Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,4,good morning lovely people gonna lie ive woken feeling pretty glum
9062,"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",4,markgatiss im surrounded trump voters youre right fucking terrifying redstate despair
9063,@everycolorbot more like every color looks the same #triggered #colorblind ,4,everycolorbot like every color looks triggered colorblind
9064,"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",4,depict feel right feel jubilant yet anxious ordunno seems like im something woh wait everyday
9065,"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",4,gervaisoholic easy ride child cries noh find mefind nothing nwe sullen misty moor
9066,so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,4,many protests peace going lately see people burning theyre cities hometowns practice u preach
9067,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,4,foxnews thought provoking amp leads one question really happenedvery sad
9068,@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,4,eveondeleon sterushton genuinely grim stuff century history sold porn baron twats minty new stadium urgh
9069,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",4,migraine hangover day stood dishes im exhausted gad depression amp chronic pain anxiety depression pain
9070,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,4,wanna know theres outrage black black crime one knows victims blm kill cops based media
9071,All options are on the table - #revenge is coming.,4,options table revenge coming
9072,The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8,4,joyful tambourines ceased noise jubilant stopped joyful lyre ceased isaiah 248
9073,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",4,boyfriend forcibly stopped anxiety coping methods holding forcing hands kinda stuff
9074,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,4,missmeliss465 wellweds siggyflicker whispernghope mcrichard awe feel bad naive ou worst
9075,Rooney = whipping boy. #mufc #sad,4,rooney whipping boy mufc sad
9076,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",4,gbbo us tonight sadly weve got date nachos odeoncinemas bridgetjonesbaby
9077,Drop Snapchat names #bored #snap #swap #pics,4,drop snapchat names bored snap swap pics
9078,"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",4,nigerialng tonyattah lestweforget 3 yrs 2013 graduate trainee recruitment concluded disappointed weary however wewait
9079,@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now 🐥#MoreisBetter,4,qdoba omg im slow bc eng well hands shaking uhh help meee im like lil chicken 🐥moreisbetter
9080,@sphiwememela...its bad.I am fearing for my life🙏,4,sphiwememelaits badi fearing life🙏
9081,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,4,health insurance wont cover tms let know cover ect mentalhealth psychology tms ect
9082,@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,4,katheawell dont see difference couing appealing women vs deception amp pressure depressing
9083,So grim being up at 6,4,grim 6
9084,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,4,beetuppy sorry hear issues making feel dont like hear customers unhappy
9085,"I miss my gran singing Rawhide, in her deep baritone growl.",4,miss gran singing rawhide deep baritone growl
9086,two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets,4,two major banking stocks almost 15 20 highs benchmarks still close top sure worry markets
9087,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",4,devilsadvcate manutd absolutely boringm big manchester united fan nd really disappointing see play ths dull boring way
9088,it didn't impress me but it didn't depress me',4,didnt impress didnt depress
9089,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,4,smbryan kamper10 couldnt care less gotham havent watched since mid point season 1 horrible
9090,"@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.",4,mehnazt melharder live life devoid mih come think arent enough taco bowls life either
9091,@macmacm43 jeezus God #dark,4,macmacm43 jeezus god dark
9092,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,4,love laughing crying works katherinemansfield failure dealingwithfailure
9093,ya boy gets mad tired of pine trees,4,ya boy gets mad tired pine trees
9094,I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,4,ive realized anxiety time high im office feel prisoned pick bad energy
9095,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,4,r u scared present front class severe anxiety whats r u sad sometimes go get ur depression checked imediately
9096,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",4,jesus wept another rns rusty metaltigerplc quote price sensitive news price sensitive news etc etc ramping
9097,@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,4,njddanin123 personally liked relentless …didnt get ourhouse onejersey werealldevilsinside ndoes nothing till puck drops njdevils
9098,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck,4,stupid people piss offbusted assand coworker takes tipsthnx nothing thatsmyluck
9099,The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,4,ppl defending cops continue kill innocent ppl ppl arent innocent clearly cooperate irritate tf outta
9100,@OniLink86 @DarekMeridian lmao awe...  #sad,4,onilink86 darekmeridian lmao awe sad
9101,When you arrive at the office the day before your first ever festival and the Internet is down #panic,4,arrive office day first ever festival internet panic
9102,People fuckin irritate me,4,people fuckin irritate
9103,So drunk me hid my keys very well sober me couldn't find it anywhere,4,drunk hid keys well sober couldnt find anywhere
9104,So depressing that it's darker so much earlier now,4,depressing darker much earlier
9105,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",4,msfang say attract see maybe shouldnt pessimist dont wanna take chances lol cant wait relocate
9106,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,4,weird time world change enlightenment gloomy weird sigh imaginepeace imaginelove unite
9107,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,4,congress acting indignant epipen pricing quite disingenuous since craft laws allow gouging
9108,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡,4,absolutely fuming ive scratched car 😡😡😡😡😡😡
9109,"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",4,juliasteiner liked moping around episode moment emotional weakness felt sorry
9110,some of the casuals tweets that Vic has faved are making me gag ,4,casuals tweets vic faved making gag
9111,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,4,elitheprophet chrismellini automatic l ima keep trying fam relentless thewengerway
9112,Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,4,well evaluation came back minimally effective student test scores parcc sunk eval time quit teaching
9113,Men cannot even handle the suspicion of a horn farless 😩,4,men cannot even handle suspicion horn farless 😩
9114,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,4,bedrest since got hospital u find unopened beer pour shit alcohol sober
9115,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,4,ok got madden 17 refunded gotta wait days money gotta preorder fifa
9116,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML",4,stg pine bluff morning piss even damn shoes came size 4 know said 6🙄🙄🙄🙄 fml
9117,Ffs dreadful defending,4,ffs dreadful defending
9118,I lost a couple niggas I want revenge so put me in coach,4,lost couple niggas want revenge put coach
9119,John and his 'magic box' #lost,4,john magic box lost
9120,Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,4,nobody wants grouch dont move sd want rapper serious
9121,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,4,p4pictures would great card crashes 😱 happened twice nightmare
9122,There is nothing like being in the shower when the power goes out 😳 #creepy ,4,nothing like shower power goes 😳 creepy
9123,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",4,mhchat dont understand express emotions others may lead sadness loneliness amp neg impact long term mh mhchat
9124,@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 ,4,anthonyeinzig im sorry heabreaking scary happen happen anywhere please safe 🙏🏻
9125,@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),4,jlkelly1 fjberry ive got teampaella presents way fi dont think theyll arrive saturday sadly
9126,onus is on Pakistan' : @MEAIndia after #Uri #terror attack,4,onus pakistan meaindia uri terror attack
9127,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,4,im going sulk week ourgirl back michkeegan benaldridge07 best ourgirlwatch
9128,"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",4,big djargue miss phantom dread syndrome genesiselijah dudes sick
9129,#welfarereform should not be a 'model' for #snap.,4,welfarereform model snap
9130,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,4,regret things tempered time regret things inconsolable sydney j harris
9131,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",4,amazing something gets stuck head cant shake memory sometimes miss people lot wish knew
9132,@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet,4,maddietruex wait till hit 5am fire alarm middle winter sweet
9133,@Ashleyavitia_ don't leave me #sad,4,ashleyavitia dont leave sad
9134,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,4,honestly dont know im unhappy time want stop itnevergoes
9135,@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,4,ctvpowerplay lraitt horrid disease maternal grandmother sisters suffered affliction hard
9136,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",4,2016 757 airplane wifiridiculous americanairlines americanairlinessucks aateam
9137,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,4,tilltheendmmvi accidetly dumped boiling water 😫
9138,Don't get too close it's dark inside 🌫🌊,4,dont get close dark inside 🌫🌊
9139,@l1ght__eyes u tried boiling em takes years too,4,l1ghteyes u tried boiling em takes years
9140,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,4,got diagnosed severeextreme depression didnt know difference two lol
9141,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,4,want help depression give office call learn tms may treatment youve waiting
9142,@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,4,dishanswers ive contacted dish dishanswers awful service whathappenedtocustomerservice
9143,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,4,seem alternate sleepfull sleepless nights tonight sleepless one 😕 insomnia notfair
9144,@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific,4,priorjoan mizque nactually pretty typical trump suppoersnthis kid learned biherism schoolnthats horrific
9145,"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",4,god knows things happen sometimes hard understand sad prayingforyou
9146,@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,4,mgcsawork nearly staed crying full panic attack tatinof bc crowds feel
9147,@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming,4,hotpointuk customer service beyond appalling faulty dryer replacement breaks within wks pas 3 wks engineers show fuming
9148,We can't even grieve over one black body before another one pops up due to pig brutality,4,cant even grieve one black body another one pops due pig brutality
9149,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",4,chriswarcraft species cf jr refugeesskittlesknow likes snacksbut even gop frown talking eating humans lizardscum
9150,Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,4,tho havent talked jeff news sad shocking rip jeffrey
9151,It's been 5 weeks and I still go through depression smh,4,5 weeks still go depression smh
9152,We have left #Maine. #sadness,4,left maine sadness
9153,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",4,marksandspencer 50 grapefruit squash gonenot able get weeks unhappy
9154,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,4,often disturbed people find appropriate acceptable funny cute adults find stuff humorous sad
9155,When you have 15 doe run the opposite side of you 🙁 ,4,15 doe run opposite side 🙁
9156,@stevesingiser @POLITICO_Steve Put a damper on my mood.,4,stevesingiser politicosteve put damper mood
9157,I have not nap for 3 days in a row I'm very unhappy rn,4,nap 3 days row im unhappy rn
9158,horrid having a car n no liscence,4,horrid car n liscence
9159,Girls irritate me so much lol,4,girls irritate much lol
9160,People are trying too hard to hate on Cam Newton without understanding his position #sad,4,people trying hard hate cam newton without understanding position sad
9161,Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand,4,popufurs make posts like opening commissions hour get slot im like sitting awe so demand
9162,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",4,feeling taking someones life either scarring exhilarating people need realize going die
9163,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",4,britishairways concorde lounge terminal 7 jfk saddened say service far dismal dont expect reply
9164,Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ,4,body sleepy mind active sad get ready work 30 minutes damn
9165,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,4,mrscassonc 15jordyn clown neighborhood creepy enoughisenough
9166,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,4,amwriting horror dark loud creaking door noise coming kitchen doors creak wtf
9167,This world has some serious issues we should all go to therapy,4,world serious issues go therapy
9168,And here we go again 😓 #restless,4,go 😓 restless
9169,"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",4,wake scroll social media another father taken child everyday keithlamontscott
9170,"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",4,mon celtic give us something cheer place empty soaked amp wee nephews bihday ffs staed well dropped
9171,I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible,4,im bored fat full ridiculously overweight rolls galore terrible
9172,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,4,get shot lingys face 14 time pretty sure would red hair pretendinghesok ruok aflcatsswans
9173,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",4,ellenmellon88 got mybrokenfoot running great noh run cant wait run months time mostly dark ukrunchat
9174,RIP 'dancing on my own' after that awful song and dance,4,rip dancing awful song dance
9175,@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,4,burmanaj amandazuckerman id rather see kyle bbcan play saying something awful
9176,"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",4,todofuku dreadful day work n im gonna late class n im covered paint n work night shift
9177,"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",4,tesco oh cant visa electron accepted line 55 15
9178,Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet,4,todays realisation last time watch swimming lesson cos go back work next week lead joyous bedtime worstoneyet
9179,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,4,chipotletweets gabe worst pa cant get hot status month theres chipotle near enough campus sadness
9180,I truly believe in my heart right now that Satan is rejoicing because we are all against one another,4,truly believe hea right satan rejoicing one another
9181,Keep in mind. We're all weak. Don't insult people just because they're human.,4,keep mind weak dont insult people theyre human
9182,"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",4,cctakato least crystal every pa porayed wrong dark atmosphere fact mamoru brainwashed
9183,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism,4,ukulele bag fallen apa 😐 welll least life hasnt yet optimism
9184,"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday.",4,selbsie yapyap upon time avid fanfiction patron kpop heyday
9185,"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",4,ezlisteningdisc doesnt offend weird
9186,"@almurray hit the sink with a hammer... sorry, the universal modifier!",4,almurray hit sink hammer sorry universal modifier
9187,You can make excuses or you can make time. You can't make both. #time #regret #anxiety #LifeCoach,4,make excuses make time cant make time regret anxiety lifecoach
9188,@ManUtd it was a terrible Freekick...,4,manutd terrible freekick
9189,@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh,4,cresbots dw think cheeks attractive thing guys terrible tbh
9190,carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more,4,carry wayward son therell peace done lay weary head rest dont cry
9191,"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",4,uma1r bilalmahmooduk muslimscientst offend faith unless 1 persecutes treat like dog disrespect even
9192,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!,4,wakes says tried changing nappy 😡👊🏼
9193,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",4,pikapies many happy memories isle wightnnbut yeah sink shit
9194,I mourn the creativity lost.,4,mourn creativity lost
9195,So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,4,turn soon says hi burst tears lmaoo overwhelmed
9196,@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼,4,newageinsiders chaoticwrestlin daviennelong make sure tell scared revenge 🙌🏼🙌🏼
9197,@caIrissian take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,4,cairissian take deep breaths bc shaking could adrenaline oh wow thats weird depending youre regular varies
9198,@OilersFanSean yup I feel dirty cheering,4,oilersfansean yup feel diy cheering
9199,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. ,4,sorry guys absolutely idea time ill cam tomorrow keep posted
9200,When your rewatching glee and break down in tears all over again. 😭😢 #glee,4,rewatching glee break tears 😭😢 glee
9201,nooooo. Poor Blue Bell! not again. ,4,nooooo poor blue bell
9202,"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",4,ignored broken tooth long abscess need dentist fear makes hard go45 still cant go dentist
9203,Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,4,somehow 90 sausage pasta made sunk bottom im eating sausage tiny bit leftover pasta
9204,follow my girl tiff she only got 3 followers💖💘💖💘💘 @00tiffanyr,4,follow girl tiff got 3 followers💖💘💖💘💘 00tiffanyr
9205,Forgot to plug the phone in overnight #nightmare,4,forgot plug phone overnight nightmare
9206,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,4,folk band thistle replaced paul edwards quaet laurel bank park sat 24 11am 3pm due ill health jazz blues
9207,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain",4,migraine hangover day stood dishes im exhausted gad depression amp chronic pain anxiety pain
9208,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ,4,paulbushnell25 ee bad news ordered online hasnt gone happened order phone
9209,What's the worst affliction that you or someone you know ever convinced yourself you had?,4,whats worst affliction someone know ever convinced
9210,SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁,4,many great pics show tokyo😍 like outfits except lace one w horrible pants💁
9211,@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,4,aerlingus business class los angeles dublin destroyed luggage 60 day customer response time unhappy customer
9212,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",4,dont know everyone pretending sad angelina brad everyone knows dumb ass shouldve stayed jennifer
9213,I just want to be in Canada rn 😭 awe,4,want canada rn 😭 awe
9214,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",4,othrcarl ixsw purenift im sadly im smutty
9215,Most snapchat filters look terrible when you have glasses on,4,snapchat filters look terrible glasses
9216,I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,4,got response irate customer amazon 😞😞nwhy cant understand always amazon faultncarrierfault
9217,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,4,ive actually pretty well im learning manage depression andnlife yeah thats thats cancelled
9218,@SWP_Roads   How dull.,4,swproads dull
9219,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",4,montelwilliams ban goes harm many people disabled veterans people chronicpain anxiety iamkratom
9220,Mom you remember when Narley died? You cried like a baby! ,4,mom remember narley died cried like baby
9221,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",4,2nd step beating anxiety depression realising waiting take action
9222,Overwhelming sadness.  This too shall pass.  #lonley #startingover,4,overwhelming sadness shall pass lonley staingover
9223,"Everything is far away because time is short, no rest for the weary.",4,everything far away time sho rest weary
9224,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",4,amxe7 hah dont speak cousin like mind displeasure seeing u bare faced eh train pretty sight mate
9225,I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut,4,keep feeling heaviness left hand look awe every single time 😍💍 notusedtoit imafiancée wut
9226,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,4,jwonder81 macadamionnut well courseprogress sake progress must discouraged problem substance rhetoric
9227,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,4,deltaassist tried 2 get earlier flt 2day bwi turnd away bcuz 2 late agent let pas silvereliteleftbehind unhappy
9228,The sun literally burning my skin,4,sun literally burning skin
9229,"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",4,someone thats struggled w eds since 7yo resent everyone whos making spectacle ceain youtuber severe anorexia
9230,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,4,mhchat mhchat childhood experiences inform adult relationships associative memories question ability process sadness
9231,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,4,arcadianluthier taking feelings kei unfairly lips form frown tries walk away
9232,"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",4,narcissusheiyan maybe itd different stayed sixth form still oppressive architecture uninteresting people
9233,"Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport  #yourappologiesmeannothing",4,sorry wowair definitely going icelandair next time beyond unreasonable wowairsuppo yourappologiesmeannothing
9234,Never let the sadness of your past ruin your future,4,never let sadness past ruin future
9235,@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,4,robebrice awesome another nonnative offended behalf need world saidnondnever paternalism
9236,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,4,starflowerz17 dreamerabe bitter nicole cory evicted
9237,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,4,lgbt person tell someone else identify isnt valid sad everything stand
9238,"@Megane_Matt @HikariMorou next to despair, hope shines even brighter (you get me Matt)",4,meganematt hikarimorou next despair hope shines even brighter get matt
9239,a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain,4,vote killary like sticking knife toaster shocking makeamericagreatagain
9240,I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,4,know final day summer finale cbsbigbrother sadness
9241,"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",4,find lost stay passerby get lost musings melancholy
9242,are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,4,feeling horribly depressed despondent life future lauraroyden always knows say
9243,@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,4,mhchat childood experiences leave permanent deep sadness adult underlie everything mhchat
9244,@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱,4,briardpup dogworldnews get wrong fur pal shocking 😱
9245,"@finkowska @PigletParker they happen. I expect your thumbs were all over the place in glee, interpreting my double negative.",4,finkowska pigletparker happen expect thumbs place glee interpreting double negative
9246,@marisa_enbot Being with you makes me somewhat gloomy.,4,marisaenbot makes somewhat gloomy
9247,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,4,headed mdw w layover slc got food wrong move bailed food amp barely made southwestair wannagetaway contest sad
9248,@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,4,txdmv arkansasbbb filled repo baitswitch carvana lets go get fines levied badbusiness honoryourdeal unhappy
9249,Literally being here makes me depress tbh,4,literally makes depress tbh
9250,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,4,bb18 michelle crying shocking bitter hes 😢teamnicole
